County,Census,Estimates Base,2010,2011,2012,2013,State,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062
Day,5710,5710,5714,5754,5630,5601.8000000000175,South Dakota,5559.800000000032,5513.740000000034,5467.680000000037,5421.620000000039,5375.560000000041,5329.500000000058,5283.4400000000605,5237.380000000063,5191.320000000065,5145.2600000000675,5099.20000000007,5053.140000000072,5007.0800000000745,4961.020000000077,4914.960000000094,4868.900000000096,4822.840000000098,4776.780000000101,4730.720000000103,4684.660000000105,4638.600000000108,4592.54000000011,4546.480000000127,4500.420000000129,4454.360000000132,4408.300000000134,4362.240000000136,4316.1800000001385,4270.120000000141,4224.060000000143,4178.00000000016,4131.940000000162,4085.8800000001647,4039.820000000167,3993.7600000001694,3947.7000000001717,3901.640000000174,3855.5800000001764,3809.5200000001787,3763.4600000001956,3717.400000000198,3671.3400000002002,3625.2800000002026,3579.220000000205,3533.160000000207,3487.1000000002095,3441.040000000212,3394.9800000002288,3348.920000000231
Deuel,4364,4364,4349,4378,4386,4346.400000000005,South Dakota,4364.900000000005,4364.920000000006,4364.940000000007,4364.960000000008,4364.98000000001,4365.00000000001,4365.020000000011,4365.040000000012,4365.060000000013,4365.0800000000145,4365.100000000015,4365.120000000016,4365.140000000018,4365.160000000018,4365.180000000019,4365.20000000002,4365.220000000021,4365.2400000000225,4365.260000000023,4365.280000000024,4365.300000000025,4365.320000000026,4365.340000000027,4365.360000000028,4365.380000000029,4365.400000000031,4365.420000000031,4365.440000000032,4365.460000000033,4365.480000000034,4365.5000000000355,4365.520000000036,4365.540000000037,4365.560000000038,4365.580000000039,4365.60000000004,4365.620000000041,4365.640000000042,4365.6600000000435,4365.680000000044,4365.700000000045,4365.720000000046,4365.740000000047,4365.760000000048,4365.780000000049,4365.80000000005,4365.820000000051,4365.840000000052,4365.860000000053
Dewey,5301,5301,5330,5406,5521,5593.1999999999825,South Dakota,5688.6999999999825,5779.159999999974,5869.619999999995,5960.079999999987,6050.539999999979,6140.999999999971,6231.459999999963,6321.919999999984,6412.379999999976,6502.839999999967,6593.299999999959,6683.759999999951,6774.219999999972,6864.679999999964,6955.139999999956,7045.599999999948,7136.0599999999395,7226.51999999996,7316.979999999952,7407.439999999944,7497.899999999936,7588.359999999928,7678.819999999949,7769.279999999941,7859.7399999999325,7950.199999999924,8040.659999999916,8131.119999999937,8221.579999999929,8312.03999999992,8402.499999999913,8492.959999999905,8583.419999999925,8673.879999999917,8764.33999999991,8854.799999999901,8945.259999999893,9035.719999999914,9126.179999999906,9216.639999999898,9307.09999999989,9397.559999999881,9488.019999999902,9578.479999999894,9668.939999999886,9759.399999999878,9849.85999999987,9940.31999999989,10030.779999999882
Douglas,3002,3002,2993,2993,2974,3006.4000000000015,South Dakota,2996.9000000000024,2999.020000000003,3001.140000000004,3003.2600000000048,3005.3800000000056,3007.5000000000064,3009.620000000007,3011.740000000008,3013.8600000000097,3015.9800000000105,3018.1000000000113,3020.220000000012,3022.340000000013,3024.4600000000137,3026.5800000000145,3028.7000000000153,3030.820000000016,3032.940000000017,3035.0600000000177,3037.1800000000185,3039.3000000000193,3041.42000000002,3043.540000000021,3045.6600000000217,3047.7800000000225,3049.9000000000233,3052.020000000025,3054.140000000026,3056.2600000000266,3058.3800000000274,3060.500000000028,3062.620000000029,3064.74000000003,3066.8600000000306,3068.9800000000314,3071.100000000032,3073.220000000033,3075.340000000034,3077.4600000000346,3079.5800000000354,3081.700000000036,3083.820000000037,3085.940000000038,3088.0600000000395,3090.1800000000403,3092.300000000041,3094.420000000042,3096.5400000000427,3098.6600000000435
Edmunds,4071,4071,4075,4063,4037,4034.800000000003,South Dakota,4015.80000000001,4001.1400000000103,3986.4800000000105,3971.8200000000106,3957.1600000000108,3942.500000000011,3927.8400000000147,3913.180000000015,3898.520000000015,3883.860000000015,3869.2000000000153,3854.5400000000154,3839.8800000000156,3825.2200000000157,3810.560000000016,3795.900000000016,3781.240000000016,3766.58000000002,3751.92000000002,3737.26000000002,3722.6000000000204,3707.9400000000205,3693.2800000000207,3678.620000000021,3663.960000000021,3649.300000000021,3634.6400000000212,3619.9800000000214,3605.3200000000215,3590.6600000000253,3576.0000000000255,3561.3400000000256,3546.6800000000258,3532.020000000026,3517.360000000026,3502.700000000026,3488.0400000000263,3473.3800000000265,3458.7200000000266,3444.060000000027,3429.4000000000306,3414.7400000000307,3400.080000000031,3385.420000000031,3370.760000000031,3356.1000000000313,3341.4400000000314,3326.7800000000316,3312.1200000000317
FallRiver,7094,7094,7118,6983,7009,6865.600000000006,South Dakota,6811.100000000006,6737.9800000000105,6664.859999999986,6591.739999999991,6518.619999999995,6445.5,6372.379999999976,6299.25999999998,6226.139999999985,6153.0199999999895,6079.899999999965,6006.77999999997,5933.659999999974,5860.539999999979,5787.419999999955,5714.299999999959,5641.179999999964,5568.0599999999395,5494.939999999944,5421.819999999949,5348.699999999953,5275.579999999929,5202.459999999934,5129.339999999938,5056.219999999943,4983.0999999999185,4909.979999999923,4836.859999999928,4763.7399999999325,4690.619999999908,4617.499999999913,4544.379999999917,4471.259999999922,4398.139999999898,4325.019999999902,4251.899999999907,4178.779999999882,4105.659999999887,4032.5399999998917,3959.4199999998964,3886.299999999872,3813.1799999998766,3740.0599999998813,3666.939999999886,3593.8199999998615,3520.699999999866,3447.579999999871,3374.4599999998754,3301.339999999851
Faulk,2364,2364,2367,2370,2377,2384.5999999999985,South Dakota,2389.5999999999985,2395.579999999998,2401.5599999999977,2407.5399999999972,2413.519999999997,2419.4999999999964,2425.479999999996,2431.4599999999955,2437.439999999995,2443.4199999999964,2449.399999999996,2455.3799999999956,2461.359999999995,2467.3399999999947,2473.3199999999943,2479.299999999994,2485.2799999999934,2491.259999999993,2497.2399999999925,2503.219999999994,2509.1999999999935,2515.179999999993,2521.1599999999926,2527.139999999992,2533.1199999999917,2539.0999999999913,2545.079999999991,2551.0599999999904,2557.03999999999,2563.0199999999913,2568.999999999991,2574.9799999999905,2580.95999999999,2586.9399999999896,2592.919999999989,2598.8999999999887,2604.8799999999883,2610.859999999988,2616.8399999999874,2622.819999999987,2628.7999999999884,2634.779999999988,2640.7599999999875,2646.739999999987,2652.7199999999866,2658.699999999986,2664.6799999999857,2670.6599999999853,2676.639999999985
Grant,7356,7356,7348,7256,7281,7265.100000000013,South Dakota,7231.60000000002,7209.230000000018,7186.860000000022,7164.490000000027,7142.120000000032,7119.750000000036,7097.380000000034,7075.010000000038,7052.640000000043,7030.270000000048,7007.900000000045,6985.53000000005,6963.160000000054,6940.790000000059,6918.420000000064,6896.050000000061,6873.680000000066,6851.31000000007,6828.940000000075,6806.5700000000725,6784.200000000077,6761.830000000082,6739.460000000086,6717.090000000084,6694.7200000000885,6672.350000000093,6649.980000000098,6627.610000000102,6605.2400000001,6582.8700000001045,6560.500000000109,6538.130000000114,6515.760000000111,6493.390000000116,6471.0200000001205,6448.650000000125,6426.28000000013,6403.910000000127,6381.540000000132,6359.1700000001365,6336.800000000141,6314.4300000001385,6292.060000000143,6269.690000000148,6247.3200000001525,6224.950000000157,6202.5800000001545,6180.210000000159,6157.840000000164
Gregory,4271,4271,4257,4217,4260,4243.699999999999,South Dakota,4245.199999999998,4245.509999999997,4245.819999999996,4246.129999999995,4246.439999999993,4246.749999999992,4247.05999999999,4247.36999999999,4247.6799999999885,4247.989999999987,4248.299999999986,4248.609999999984,4248.919999999984,4249.229999999982,4249.539999999981,4249.849999999979,4250.159999999978,4250.4699999999775,4250.779999999976,4251.089999999975,4251.399999999973,4251.709999999972,4252.019999999971,4252.32999999997,4252.6399999999685,4252.949999999967,4253.259999999966,4253.569999999965,4253.879999999964,4254.189999999962,4254.499999999961,4254.8099999999595,4255.119999999959,4255.4299999999575,4255.739999999956,4256.049999999955,4256.359999999953,4256.669999999953,4256.979999999951,4257.28999999995,4257.5999999999485,4257.909999999948,4258.219999999947,4258.529999999945,4258.839999999944,4259.149999999942,4259.459999999942,4259.76999999994,4260.079999999939
Haakon,1937,1937,1923,1911,1918,1899.5,South Dakota,1897.0,1890.6499999999996,1884.2999999999993,1877.949999999999,1871.5999999999985,1865.2499999999982,1858.8999999999978,1852.5499999999975,1846.199999999997,1839.8499999999967,1833.4999999999945,1827.1499999999942,1820.7999999999938,1814.4499999999935,1808.099999999993,1801.7499999999927,1795.3999999999924,1789.049999999992,1782.6999999999916,1776.3499999999913,1769.999999999991,1763.6499999999905,1757.2999999999902,1750.9499999999898,1744.5999999999894,1738.249999999989,1731.899999999987,1725.5499999999865,1719.1999999999862,1712.8499999999858,1706.4999999999854,1700.149999999985,1693.7999999999847,1687.4499999999844,1681.099999999984,1674.7499999999836,1668.3999999999833,1662.049999999983,1655.6999999999825,1649.3499999999822,1642.9999999999818,1636.6499999999814,1630.299999999981,1623.949999999979,1617.5999999999785,1611.2499999999782,1604.8999999999778,1598.5499999999774,1592.199999999977
Hamlin,5903,5903,5915,5954,5950,5965.0999999999985,South Dakota,5982.5999999999985,5997.23,6011.859999999997,6026.489999999998,6041.119999999999,6055.75,6070.379999999997,6085.009999999998,6099.639999999999,6114.27,6128.899999999998,6143.529999999999,6158.16,6172.790000000001,6187.420000000002,6202.049999999999,6216.68,6231.310000000001,6245.940000000002,6260.57,6275.200000000001,6289.830000000002,6304.460000000003,6319.090000000004,6333.720000000001,6348.350000000002,6362.980000000003,6377.610000000004,6392.240000000002,6406.870000000003,6421.500000000004,6436.130000000005,6450.760000000002,6465.390000000003,6480.020000000004,6494.650000000005,6509.280000000006,6523.9100000000035,6538.5400000000045,6553.1700000000055,6567.800000000007,6582.430000000004,6597.060000000005,6611.690000000006,6626.320000000007,6640.950000000004,6655.580000000005,6670.210000000006,6684.840000000007
Hand,3431,3431,3429,3439,3382,3384.600000000006,South Dakota,3361.100000000006,3342.080000000009,3323.060000000012,3304.0400000000154,3285.0200000000114,3266.0000000000146,3246.9800000000178,3227.960000000021,3208.940000000017,3189.92000000002,3170.9000000000233,3151.880000000019,3132.8600000000224,3113.8400000000256,3094.820000000029,3075.8000000000247,3056.780000000028,3037.760000000031,3018.740000000027,2999.7200000000303,2980.7000000000335,2961.6800000000367,2942.6600000000326,2923.640000000036,2904.620000000039,2885.600000000042,2866.580000000038,2847.5600000000413,2828.5400000000445,2809.5200000000405,2790.5000000000437,2771.480000000047,2752.46000000005,2733.440000000046,2714.420000000049,2695.4000000000524,2676.3800000000483,2657.3600000000515,2638.3400000000547,2619.320000000058,2600.300000000054,2581.280000000057,2562.2600000000602,2543.240000000056,2524.2200000000594,2505.2000000000626,2486.180000000066,2467.1600000000617,2448.140000000065
Hanson,3331,3331,3346,3390,3399,3412.899999999994,South Dakota,3439.399999999994,3460.3699999999953,3481.3399999999965,3502.3099999999904,3523.2799999999916,3544.2499999999927,3565.2199999999866,3586.189999999988,3607.159999999989,3628.129999999983,3649.099999999984,3670.069999999985,3691.039999999979,3712.00999999998,3732.9799999999814,3753.9499999999753,3774.9199999999764,3795.8899999999776,3816.8599999999715,3837.8299999999726,3858.799999999974,3879.7699999999677,3900.739999999969,3921.70999999997,3942.679999999964,3963.649999999965,3984.6199999999662,4005.58999999996,4026.5599999999613,4047.5299999999625,4068.4999999999563,4089.4699999999575,4110.439999999959,4131.409999999953,4152.379999999954,4173.349999999955,4194.319999999949,4215.28999999995,4236.259999999951,4257.229999999945,4278.199999999946,4299.169999999947,4320.139999999941,4341.109999999942,4362.0799999999435,4383.049999999937,4404.019999999939,4424.98999999994,4445.959999999934
Harding,1255,1255,1245,1290,1314,1288.9999999999964,South Dakota,1323.4999999999964,1339.099999999995,1354.6999999999935,1370.299999999992,1385.8999999999905,1401.4999999999927,1417.0999999999913,1432.6999999999898,1448.2999999999884,1463.899999999987,1479.4999999999854,1495.099999999984,1510.6999999999825,1526.299999999981,1541.8999999999833,1557.4999999999818,1573.0999999999804,1588.699999999979,1604.2999999999774,1619.899999999976,1635.4999999999745,1651.099999999973,1666.6999999999753,1682.2999999999738,1697.8999999999724,1713.499999999971,1729.0999999999694,1744.699999999968,1760.2999999999665,1775.899999999965,1791.4999999999673,1807.0999999999658,1822.6999999999643,1838.299999999963,1853.8999999999614,1869.49999999996,1885.0999999999585,1900.699999999957,1916.2999999999556,1931.8999999999578,1947.4999999999563,1963.099999999955,1978.6999999999534,1994.299999999952,2009.8999999999505,2025.499999999949,2041.0999999999476,2056.69999999995,2072.2999999999483
Hughes,17022,17022,17066,17284,17465,17556.79999999999,South Dakota,17756.29999999993,17921.639999999956,18086.97999999998,18252.31999999995,18417.659999999974,18582.99999999994,18748.339999999967,18913.679999999935,19079.01999999996,19244.359999999986,19409.699999999953,19575.03999999998,19740.379999999946,19905.719999999972,20071.05999999994,20236.399999999965,20401.73999999999,20567.079999999958,20732.419999999984,20897.75999999995,21063.099999999977,21228.440000000002,21393.77999999997,21559.119999999995,21724.459999999963,21889.79999999999,22055.139999999956,22220.47999999998,22385.820000000007,22551.159999999974,22716.5,22881.839999999967,23047.179999999993,23212.51999999996,23377.859999999986,23543.20000000001,23708.53999999998,23873.880000000005,24039.219999999972,24204.559999999998,24369.899999999965,24535.23999999999,24700.580000000016,24865.919999999984,25031.26000000001,25196.599999999977,25361.940000000002,25527.27999999997,25692.619999999995
Hutchinson,7343,7343,7335,7191,7201,7134.000000000015,South Dakota,7067.000000000015,7007.700000000012,6948.400000000009,6889.10000000002,6829.8000000000175,6770.500000000015,6711.200000000026,6651.900000000023,6592.60000000002,6533.3000000000175,6474.000000000029,6414.700000000026,6355.400000000023,6296.100000000035,6236.800000000032,6177.500000000029,6118.200000000041,6058.900000000038,5999.600000000035,5940.300000000032,5881.000000000044,5821.700000000041,5762.400000000038,5703.1000000000495,5643.800000000047,5584.500000000044,5525.200000000055,5465.900000000052,5406.6000000000495,5347.300000000047,5288.000000000058,5228.700000000055,5169.400000000052,5110.100000000064,5050.800000000061,4991.500000000058,4932.20000000007,4872.900000000067,4813.600000000064,4754.300000000076,4695.000000000073,4635.70000000007,4576.400000000067,4517.100000000079,4457.800000000076,4398.500000000073,4339.200000000084,4279.9000000000815,4220.600000000079
Hyde,1420,1420,1416,1397,1434,1403.800000000001,South Dakota,1412.8,1412.8399999999997,1412.8799999999994,1412.9199999999992,1412.959999999999,1412.9999999999986,1413.0399999999986,1413.0799999999983,1413.119999999998,1413.1599999999978,1413.1999999999975,1413.2399999999975,1413.2799999999972,1413.319999999997,1413.3599999999967,1413.3999999999965,1413.4399999999964,1413.4799999999962,1413.519999999996,1413.5599999999956,1413.5999999999954,1413.639999999995,1413.679999999995,1413.7199999999948,1413.7599999999945,1413.7999999999943,1413.839999999994,1413.8799999999937,1413.9199999999937,1413.9599999999934,1413.9999999999932,1414.039999999993,1414.0799999999927,1414.1199999999926,1414.1599999999924,1414.199999999992,1414.2399999999918,1414.2799999999916,1414.3199999999913,1414.3599999999913,1414.399999999991,1414.4399999999907,1414.4799999999905,1414.5199999999902,1414.55999999999,1414.59999999999,1414.6399999999896,1414.6799999999894,1414.719999999989
Jackson,3031,3031,3046,3162,3174,3227.7999999999884,South Dakota,3291.7999999999884,3347.539999999979,3403.2799999999843,3459.019999999975,3514.75999999998,3570.499999999971,3626.239999999976,3681.9799999999814,3737.719999999972,3793.4599999999773,3849.199999999968,3904.939999999973,3960.679999999964,4016.419999999969,4072.15999999996,4127.899999999965,4183.639999999956,4239.379999999961,4295.119999999952,4350.859999999957,4406.599999999948,4462.339999999953,4518.079999999958,4573.819999999949,4629.559999999954,4685.299999999945,4741.03999999995,4796.779999999941,4852.519999999946,4908.259999999937,4963.999999999942,5019.7399999999325,5075.479999999938,5131.219999999928,5186.959999999934,5242.699999999939,5298.43999999993,5354.179999999935,5409.9199999999255,5465.659999999931,5521.399999999921,5577.139999999927,5632.879999999917,5688.619999999923,5744.359999999913,5800.0999999999185,5855.839999999909,5911.579999999914,5967.31999999992
Jerauld,2071,2071,2084,2064,2043,2053.0,South Dakota,2032.5,2021.0999999999985,2009.7000000000007,1998.2999999999993,1986.8999999999978,1975.5,1964.0999999999985,1952.699999999997,1941.2999999999993,1929.8999999999978,1918.4999999999964,1907.0999999999985,1895.699999999997,1884.2999999999956,1872.8999999999978,1861.4999999999964,1850.099999999995,1838.6999999999935,1827.2999999999956,1815.8999999999942,1804.4999999999927,1793.099999999995,1781.6999999999935,1770.299999999992,1758.8999999999942,1747.4999999999927,1736.0999999999913,1724.6999999999935,1713.299999999992,1701.8999999999905,1690.4999999999927,1679.0999999999913,1667.6999999999898,1656.299999999992,1644.8999999999905,1633.499999999989,1622.0999999999913,1610.6999999999898,1599.2999999999884,1587.8999999999905,1576.499999999989,1565.0999999999876,1553.6999999999898,1542.2999999999884,1530.899999999987,1519.499999999989,1508.0999999999876,1496.6999999999862,1485.2999999999884
Jones,1006,1006,1007,1020,1006,1003.7000000000007,South Dakota,1003.2000000000007,1000.8100000000004,998.420000000001,996.0300000000007,993.6400000000012,991.2500000000009,988.8600000000015,986.4700000000012,984.0800000000017,981.6900000000014,979.3000000000011,976.9100000000017,974.5200000000013,972.1300000000019,969.7400000000016,967.3500000000022,964.9600000000019,962.5700000000024,960.1800000000021,957.7900000000027,955.4000000000024,953.010000000003,950.6200000000026,948.2300000000032,945.8400000000029,943.4500000000035,941.0600000000031,938.6700000000037,936.2800000000034,933.890000000004,931.5000000000036,929.1100000000042,926.7200000000039,924.3300000000045,921.9400000000041,919.5500000000038,917.1600000000044,914.7700000000041,912.3800000000047,909.9900000000043,907.6000000000049,905.2100000000046,902.8200000000052,900.4300000000048,898.0400000000054,895.6500000000051,893.2600000000057,890.8700000000053,888.4800000000059
Kingsbury,5148,5148,5136,5152,5209,5117.100000000006,South Dakota,5153.600000000003,5153.630000000004,5153.660000000004,5153.690000000006,5153.720000000007,5153.750000000007,5153.780000000008,5153.810000000009,5153.840000000009,5153.87000000001,5153.900000000011,5153.930000000011,5153.960000000013,5153.990000000013,5154.020000000014,5154.050000000015,5154.080000000015,5154.110000000016,5154.140000000017,5154.170000000017,5154.200000000018,5154.23000000002,5154.26000000002,5154.290000000021,5154.3200000000215,5154.350000000022,5154.380000000023,5154.4100000000235,5154.440000000024,5154.470000000025,5154.500000000026,5154.530000000027,5154.560000000028,5154.590000000028,5154.620000000029,5154.65000000003,5154.68000000003,5154.710000000031,5154.740000000032,5154.770000000032,5154.800000000034,5154.8300000000345,5154.860000000035,5154.890000000036,5154.920000000036,5154.950000000037,5154.980000000038,5155.010000000038,5155.040000000039
Lake,11200,11200,11273,11587,11819,12070.200000000012,South Dakota,12343.199999999953,12605.560000000056,12867.920000000042,13130.280000000028,13392.640000000014,13655.0,13917.360000000102,14179.720000000088,14442.080000000075,14704.44000000006,14966.800000000163,15229.160000000149,15491.520000000135,15753.880000000121,16016.240000000107,16278.60000000021,16540.960000000196,16803.32000000018,17065.680000000168,17328.04000000027,17590.400000000256,17852.760000000242,18115.120000000228,18377.48000000033,18639.840000000317,18902.200000000303,19164.56000000029,19426.920000000275,19689.280000000377,19951.640000000363,20214.00000000035,20476.360000000335,20738.720000000438,21001.080000000424,21263.44000000041,21525.800000000396,21788.160000000382,22050.520000000484,22312.88000000047,22575.240000000456,22837.600000000442,23099.960000000545,23362.32000000053,23624.680000000517,23887.040000000503,24149.40000000049,24411.76000000059,24674.120000000577,24936.480000000563
Lawrence,24097,24097,24166,24305,24364,24779.899999999965,South Dakota,24878.899999999965,25068.969999999972,25259.03999999998,25449.109999999986,25639.179999999993,25829.25,26019.31999999995,26209.389999999956,26399.459999999963,26589.52999999997,26779.599999999977,26969.669999999984,27159.73999999999,27349.809999999998,27539.879999999946,27729.949999999953,27920.01999999996,28110.089999999967,28300.159999999974,28490.22999999998,28680.29999999999,28870.369999999995,29060.439999999944,29250.50999999995,29440.579999999958,29630.649999999965,29820.719999999972,30010.78999999998,30200.859999999986,30390.929999999993,30580.99999999994,30771.06999999995,30961.139999999956,31151.209999999963,31341.27999999997,31531.349999999977,31721.419999999984,31911.48999999999,32101.559999999998,32291.629999999946,32481.699999999953,32671.76999999996,32861.83999999997,33051.909999999974,33241.97999999998,33432.04999999999,33622.119999999995,33812.189999999944,34002.25999999995
Lincoln,44828,44828,45179,46618,48286,49840.999999999534,South Dakota,51394.49999999907,52959.899999998976,54525.29999999888,56090.69999999879,57656.099999998696,59221.4999999986,60786.89999999851,62352.29999999842,63917.69999999832,65483.09999999823,67048.4999999986,68613.89999999851,70179.29999999842,71744.69999999832,73310.09999999823,74875.49999999814,76440.89999999804,78006.29999999795,79571.69999999786,81137.09999999776,82702.49999999767,84267.89999999758,85833.29999999749,87398.69999999739,88964.0999999973,90529.4999999972,92094.89999999711,93660.29999999702,95225.69999999693,96791.09999999683,98356.49999999674,99921.89999999665,101487.29999999655,103052.69999999646,104618.09999999637,106183.49999999627,107748.89999999618,109314.29999999609,110879.699999996,112445.0999999959,114010.49999999581,115575.89999999572,117141.29999999562,118706.69999999553,120272.09999999544,121837.49999999534,123402.89999999525,124968.29999999516,126533.69999999506
Lyman,3755,3755,3770,3837,3799,3873.699999999997,South Dakota,3888.199999999997,3915.5099999999948,3942.8199999999997,3970.1299999999974,3997.439999999995,4024.75,4052.0599999999977,4079.3700000000026,4106.68,4133.989999999998,4161.300000000003,4188.610000000001,4215.9200000000055,4243.230000000003,4270.540000000008,4297.850000000006,4325.1600000000035,4352.470000000008,4379.780000000006,4407.090000000011,4434.400000000009,4461.710000000014,4489.020000000011,4516.330000000009,4543.640000000014,4570.950000000012,4598.260000000017,4625.570000000014,4652.880000000012,4680.190000000017,4707.500000000015,4734.8100000000195,4762.120000000017,4789.430000000022,4816.74000000002,4844.0500000000175,4871.360000000022,4898.67000000002,4925.980000000025,4953.290000000023,4980.600000000028,5007.910000000025,5035.220000000023,5062.530000000028,5089.840000000026,5117.150000000031,5144.460000000028,5171.770000000026,5199.080000000031
McCook,5618,5618,5608,5563,5606,5634.900000000005,South Dakota,5633.9000000000015,5646.270000000004,5658.640000000007,5671.010000000009,5683.380000000008,5695.750000000011,5708.1200000000135,5720.490000000016,5732.860000000019,5745.230000000021,5757.600000000024,5769.970000000027,5782.340000000026,5794.710000000028,5807.080000000031,5819.4500000000335,5831.820000000036,5844.190000000039,5856.560000000041,5868.930000000044,5881.300000000047,5893.670000000046,5906.040000000048,5918.410000000051,5930.780000000053,5943.150000000056,5955.520000000059,5967.890000000061,5980.260000000064,5992.6300000000665,6005.0000000000655,6017.370000000068,6029.740000000071,6042.110000000073,6054.480000000076,6066.850000000079,6079.220000000081,6091.590000000084,6103.960000000086,6116.330000000085,6128.700000000088,6141.070000000091,6153.440000000093,6165.810000000096,6178.1800000000985,6190.550000000101,6202.920000000104,6215.290000000106,6227.660000000105
McPherson,2459,2459,2454,2449,2435,2448.000000000002,South Dakota,2438.5000000000027,2435.300000000003,2432.100000000003,2428.9000000000033,2425.7000000000044,2422.5000000000045,2419.3000000000047,2416.100000000005,2412.900000000006,2409.700000000006,2406.5000000000064,2403.3000000000065,2400.1000000000076,2396.900000000008,2393.700000000008,2390.500000000008,2387.3000000000093,2384.1000000000095,2380.9000000000096,2377.70000000001,2374.500000000011,2371.300000000011,2368.1000000000113,2364.9000000000115,2361.7000000000126,2358.5000000000127,2355.300000000013,2352.100000000013,2348.900000000014,2345.7000000000144,2342.5000000000146,2339.3000000000147,2336.100000000016,2332.900000000016,2329.700000000016,2326.5000000000164,2323.3000000000166,2320.1000000000176,2316.900000000018,2313.700000000018,2310.500000000018,2307.3000000000193,2304.1000000000195,2300.9000000000196,2297.70000000002,2294.500000000021,2291.300000000021,2288.1000000000213,2284.9000000000215
Marshall,4656,4656,4642,4609,4665,4732.599999999991,South Dakota,4744.099999999991,4776.87999999999,4809.659999999989,4842.439999999988,4875.219999999987,4907.999999999985,4940.779999999984,4973.559999999983,5006.339999999982,5039.119999999981,5071.89999999998,5104.6799999999785,5137.459999999977,5170.239999999976,5203.019999999975,5235.799999999974,5268.579999999973,5301.3599999999715,5334.13999999997,5366.919999999969,5399.699999999968,5432.479999999967,5465.259999999966,5498.0399999999645,5530.819999999963,5563.599999999962,5596.379999999961,5629.15999999996,5661.939999999959,5694.7199999999575,5727.499999999956,5760.279999999955,5793.059999999954,5825.839999999953,5858.619999999952,5891.3999999999505,5924.179999999949,5956.959999999948,5989.739999999947,6022.519999999946,6055.299999999945,6088.0799999999435,6120.859999999942,6153.639999999941,6186.41999999994,6219.199999999939,6251.979999999938,6284.759999999937,6317.539999999935
Meade,25434,25434,25449,25534,26070,26932.999999999767,South Dakota,27243.499999999767,27742.299999999697,28241.099999999627,28739.899999999558,29238.699999999604,29737.499999999534,30236.299999999464,30735.099999999395,31233.899999999325,31732.699999999255,32231.4999999993,32730.29999999923,33229.09999999916,33727.89999999909,34226.69999999902,34725.49999999907,35224.299999999,35723.09999999893,36221.89999999886,36720.69999999879,37219.49999999872,37718.299999998766,38217.099999998696,38715.899999998626,39214.69999999856,39713.49999999849,40212.29999999853,40711.09999999846,41209.89999999839,41708.69999999832,42207.499999998254,42706.299999998184,43205.09999999823,43703.89999999816,44202.69999999809,44701.49999999802,45200.29999999795,45699.099999998,46197.89999999793,46696.69999999786,47195.49999999779,47694.29999999772,48193.09999999765,48691.899999997695,49190.699999997625,49689.499999997555,50188.299999997485,50687.099999997416,51185.89999999746
Mellette,2048,2048,2037,2109,2090,2096.2000000000007,South Dakota,2122.699999999997,2138.5599999999977,2154.4199999999983,2170.279999999999,2186.1399999999994,2202.0000000000036,2217.860000000004,2233.720000000005,2249.5800000000054,2265.440000000006,2281.3000000000065,2297.160000000007,2313.0200000000077,2328.8800000000083,2344.740000000009,2360.6000000000095,2376.46000000001,2392.3200000000106,2408.180000000011,2424.040000000012,2439.9000000000124,2455.760000000013,2471.6200000000135,2487.480000000014,2503.3400000000147,2519.200000000019,2535.0600000000195,2550.92000000002,2566.7800000000207,2582.6400000000212,2598.500000000022,2614.3600000000224,2630.220000000023,2646.0800000000236,2661.940000000024,2677.8000000000247,2693.6600000000253,2709.520000000026,2725.3800000000265,2741.240000000027,2757.1000000000276,2772.9600000000282,2788.820000000029,2804.6800000000294,2820.5400000000336,2836.400000000034,2852.260000000035,2868.1200000000354,2883.980000000036
Miner,2389,2389,2382,2337,2317,2317.2000000000044,South Dakota,2284.7000000000044,2263.260000000002,2241.820000000007,2220.3800000000047,2198.9400000000023,2177.5000000000073,2156.060000000005,2134.62000000001,2113.1800000000076,2091.7400000000125,2070.30000000001,2048.860000000015,2027.4200000000128,2005.9800000000105,1984.5400000000154,1963.100000000013,1941.660000000018,1920.2200000000157,1898.7800000000207,1877.3400000000183,1855.9000000000233,1834.460000000021,1813.020000000026,1791.5800000000236,1770.1400000000212,1748.7000000000262,1727.2600000000239,1705.8200000000288,1684.3800000000265,1662.9400000000314,1641.500000000029,1620.060000000034,1598.6200000000317,1577.1800000000367,1555.7400000000343,1534.300000000032,1512.860000000037,1491.4200000000346,1469.9800000000396,1448.5400000000373,1427.1000000000422,1405.6600000000399,1384.2200000000448,1362.7800000000425,1341.3400000000474,1319.900000000045,1298.4600000000428,1277.0200000000477,1255.5800000000454
